"fecha","estacion","provincia","temperatura_maxima","hora_temperatura_maxima","temperatura_minima","hora_temperatura_minima","temperatura_media","racha_viento","hora_racha_viento","velocidad_maxima_viento","hora_velocidad_maxima_viento","precipitacion_total","precipitacion_0_a_6","precipitacion_6_a_12","precipitacion_12_a_18","precipitacion_18_a_24"
"2019-04-29","Guadalajara","Guadalajara",24.8,"15:00",9.8,"07:40",17.3,24.0,"01:00",14.0,"01:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Brihuega","Guadalajara",22.1,"16:00",6.2,"07:20",14.2,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","El Pedregal","Guadalajara",20.4,"17:00",2.7,"06:00",11.5,27.0,"13:10",15.0,"15:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Aroche","Huelva",28.8,"17:20",8.2,"07:40",18.5,22.0,"14:40",11.0,"15:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","El Granado","Huelva",32.6,"17:10",11.1,"08:20",21.8,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ayamonte","Huelva",25.9,"17:50",12.0,"07:50",18.9,28.0,"18:30",18.0,"18:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Cartaya","Huelva",24.4,"12:10",10.0,"07:10",17.2,28.0,"20:10",18.0,"18:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Alajar","Huelva",27.6,"16:20",11.3,"04:50",19.5,26.0,"20:00",14.0,"20:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Valverde del Camino","Huelva",29.8,"17:20",11.1,"08:00",20.4,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","El Cerro de Andévalo","Huelva",29.4,"17:10",12.7,"06:10",21.0,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Alosno, Tharsis","Huelva",28.7,"17:10",13.4,"07:00",21.1,40.0,"18:40",28.0,"18:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","El Campillo","Huelva",28.0,"18:20",13.0,"04:10",20.5,31.0,"19:20",20.0,"19:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Villarrasa","Huelva",30.1,"17:10",10.1,"07:40",20.1,31.0,"19:40",18.0,"19:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Huelva, Ronda Este","Huelva",28.9,"16:00",11.5,"08:10",20.2,33.0,"18:50",22.0,"18:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Cala","Huelva",27.4,"15:00",10.0,"07:50",18.7,19.0,"13:10",8.0,"21:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Almonte","Huelva",28.6,"15:50",8.9,"07:20",18.8,30.0,"16:50",23.0,"16:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Moguer, El Arenosillo","Huelva",23.6,"17:50",13.1,"06:50",18.4,22.0,"09:20",13.0,"10:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Canfranc","Huesca",18.2,"16:20",6.1,"01:30",12.2,38.0,"00:50",19.0,"00:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Jaca","Huesca",21.9,"17:10",2.5,"06:50",12.2,34.0,"18:50",14.0,"16:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Valle de Hecho, Hecho","Huesca",20.0,"16:20",2.9,"07:40",11.5,43.0,"00:30",21.0,"00:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Aragüés del Puerto","Huesca",19.5,"15:20",4.5,"06:40",12.0,35.0,"17:50",22.0,"18:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Bailo","Huesca",21.4,"16:50",3.8,"06:40",12.6,40.0,"19:40",30.0,"19:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Biescas","Huesca",18.0,"14:30",2.7,"07:30",10.4,28.0,"12:10",13.0,"12:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sabiñánigo","Huesca",21.8,"17:20",1.7,"07:10",11.7,28.0,"17:00",16.0,"17:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Almudévar","Huesca",23.5,"18:40",5.5,"05:20",14.5,30.0,"18:30",17.0,"18:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sopeira","Huesca",18.8,"17:50",5.2,"08:00",12.0,34.0,"01:50",27.0,"01:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Benabarre","Huesca",18.5,"17:40",5.0,"06:10",11.8,23.0,"17:30",12.0,"02:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Bielsa","Huesca",21.1,"16:40",2.3,"07:40",11.7,34.0,"13:00",13.0,"12:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ainsa","Huesca",20.3,"17:30",5.1,"07:10",12.7,31.0,"18:00",23.0,"18:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Torla - Depósito","Huesca",22.8,"16:00",3.7,"07:10",13.2,33.0,"14:10",19.0,"14:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Benasque","Huesca",18.5,"15:30",0.5,"07:40",9.5,34.0,"15:10",17.0,"15:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Seira","Huesca",20.0,"16:00",2.6,"07:10",11.3,34.0,"13:30",21.0,"13:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Capella","Huesca",18.8,"16:30",5.0,"06:40",11.9,24.0,"16:50",16.0,"16:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Barbastro","Huesca",22.3,"18:00",6.1,"06:30",14.2,25.0,"15:30",10.0,"15:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sariñena, Depósito agua","Huesca",24.4,"19:30",8.5,"05:20",16.4,22.0,"23:59",13.0,"21:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Huesca Aeropuerto","Huesca",21.4,"18:50",7.9,"06:00",14.6,29.0,"02:40",19.0,"02:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Huesca","Huesca",21.8,"17:50",9.6,"07:40",15.7,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Lanaja","Huesca",23.0,"18:20",6.5,"06:00",14.8,31.0,"00:20",21.0,"00:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ballobar","Huesca",23.6,"18:30",7.4,"07:20",15.5,30.0,"01:20",17.0,"01:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tamarite de Litera","Huesca",22.4,"18:20",8.7,"07:00",15.5,30.0,"01:10",19.0,"01:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Fraga","Huesca",23.7,"17:30",9.2,"07:50",16.5,36.0,"19:50",24.0,"21:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Escorca, Lluc","Illes Balears",15.3,"12:00",7.5,"23:59",11.4,18.0,"08:40",7.0,"08:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Banyalbufar","Illes Balears",18.3,"14:10",11.9,"05:00",15.1,19.0,"14:20",13.0,"17:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Andratx","Illes Balears",19.2,"12:00",10.5,"23:59",14.9,31.0,"14:50",11.0,"15:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Calvià, Es Capdellà","Illes Balears",19.6,"10:10",9.1,"07:00",14.4,28.0,"12:30",18.0,"13:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Palma, Puerto","Illes Balears",18.8,"10:30",13.5,"07:10",16.1,28.0,"15:00",16.0,"15:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Palma, Universitat","Illes Balears",20.1,"11:30",8.3,"23:59",14.2,27.0,"13:50",18.0,"13:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sierra de Alfabia, Bunyola","Illes Balears",11.1,"13:20",5.1,"07:00",8.1,27.0,"09:40",19.0,"08:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Palma de Mallorca, Aeropuerto","Illes Balears",20.3,"13:50",11.5,"07:10",15.9,37.0,"13:30",26.0,"13:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Llucmajor, Cap Blanc","Illes Balears",19.5,"12:40",10.9,"07:00",15.2,27.0,"12:30",18.0,"13:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Llucmajor","Illes Balears",20.0,"15:10",10.5,"23:59",15.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Porreres","Illes Balears",20.8,"13:50",9.5,"06:50",15.1,24.0,"15:10",11.0,"13:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Campos, Can Sion","Illes Balears",21.2,"12:20",7.1,"05:50",14.2,24.0,"14:50",13.0,"14:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Campos, Salines Llevant","Illes Balears",20.6,"13:50",7.3,"06:40",14.0,33.0,"15:40",19.0,"14:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Santanyí","Illes Balears",18.8,"14:20",11.7,"07:00",15.2,25.0,"11:40",13.0,"13:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Portocolom","Illes Balears",19.4,"15:20",11.3,"07:20",15.3,20.0,"14:40",14.0,"14:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Son Servera","Illes Balears",17.9,"14:10",9.2,"07:10",13.5,21.0,"14:30",14.0,"11:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Artà","Illes Balears",18.7,"14:00",8.3,"07:30",13.5,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Artà-Colònia de Sant Pere","Illes Balears",17.9,"14:00",10.6,"07:20",14.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Muro, S'Albufera","Illes Balears",18.1,"12:20",10.3,"06:10",14.2,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Manacor","Illes Balears",18.7,"12:00",7.9,"07:00",13.3,21.0,"13:50",10.0,"11:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sineu","Illes Balears",18.9,"13:00",9.2,"06:40",14.0,23.0,"13:20",13.0,"17:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Santa María del Camí","Illes Balears",20.7,"15:20",9.8,"07:10",15.3,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0.0
"2019-04-29","Binissalem","Illes Balears",20.4,"14:50",10.6,"07:30",15.5,27.0,"14:40",16.0,"13:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Escorca, Son Torrella","Illes Balears",12.6,"10:20",4.5,"06:10",8.6,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sa Pobla","Illes Balears",21.2,"12:30",10.1,"05:30",15.7,22.0,"16:00",13.0,"17:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Pollença","Illes Balears",19.9,"11:30",11.1,"23:59",15.5,19.0,"09:30",11.0,"14:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Port de Pollença","Illes Balears",20.4,"15:30",10.9,"07:10",15.6,19.0,"12:30",10.0,"03:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","La Mola, Maó/Mahón","Illes Balears",17.2,"15:00",11.5,"02:30",14.4,NULL,NULL,38.0,"08:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Es Mercadal","Illes Balears",16.6,"14:20",10.0,"00:30",13.3,36.0,"13:10",24.0,"13:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ciutadella","Illes Balears",19.5,"16:20",9.2,"02:40",14.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ciutadella, Cala Galdana","Illes Balears",18.9,"16:50",7.1,"07:00",13.0,30.0,"13:30",15.0,"13:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Menorca, Aeropuerto","Illes Balears",18.4,"14:20",8.1,"02:30",13.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sant Joan de Labritja","Illes Balears",19.1,"12:50",7.7,"04:20",13.4,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Sant Antoni de Portmany","Illes Balears",20.9,"14:40",9.7,"04:10",15.3,27.0,"14:00",14.0,"12:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ibiza, Aeropuerto","Illes Balears",20.1,"14:40",12.1,"04:00",16.1,32.0,"14:20",19.0,"14:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Eivissa","Illes Balears",19.7,"14:30",10.0,"05:30",14.9,24.0,"10:50",16.0,"12:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Formentera","Illes Balears",20.1,"14:40",11.2,"01:50",15.7,31.0,"16:20",15.0,"15:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Baeza","Jaén",28.0,"18:30",11.0,"05:50",19.5,18.0,"00:50",9.0,"00:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Torres","Jaén",24.4,"16:20",10.9,"07:10",17.6,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Arroyo del Ojanco","Jaén",26.6,"19:10",10.8,"08:00",18.7,22.0,"16:30",5.0,"16:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Villarrodrigo","Jaén",25.1,"17:50",11.4,"07:50",18.3,24.0,"19:10",14.0,"23:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Villanueva del Arzobispo","Jaén",28.2,"17:40",11.4,"07:40",19.8,15.0,"08:10",9.0,"00:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Santa Elena","Jaén",26.1,"15:50",11.3,"08:20",18.7,26.0,"16:00",11.0,"16:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Jaén","Jaén",26.4,"18:30",12.0,"07:10",19.2,24.0,"15:40",13.0,"22:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Linares","Jaén",26.9,"19:20",12.1,"07:30",19.5,18.0,"16:00",8.0,"15:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Bailén","Jaén",29.4,"17:50",12.2,"08:00",20.8,18.0,"15:50",7.0,"09:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Andújar","Jaén",30.1,"17:50",9.3,"07:30",19.7,23.0,"15:40",14.0,"04:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Alcalá La Real","Jaén",23.8,"18:00",9.2,"07:40",16.5,25.0,"18:00",13.0,"17:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Valdezcaray, estación de esquí","La Rioja",13.6,"16:40",4.7,"02:50",9.2,23.0,"16:50",18.0,"04:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Haro","La Rioja",23.4,"17:20",5.0,"07:10",14.2,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Anguiano","La Rioja",19.4,"14:40",3.8,"06:10",11.6,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Nájera","La Rioja",24.3,"18:30",5.5,"06:40",14.9,19.0,"17:20",10.0,"17:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Cenicero","La Rioja",25.8,"17:20",6.4,"07:00",16.1,22.0,"17:40",14.0,"17:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Logroño Aeropuerto","La Rioja",24.9,"17:30",7.1,"03:40",16.0,24.0,"18:30",14.0,"18:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Enciso","La Rioja",20.3,"16:30",4.4,"05:30",12.3,33.0,"16:20",20.0,"20:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Alfaro","La Rioja",24.2,"16:40",6.5,"04:20",15.4,27.0,"15:00",15.0,"01:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tías","Las Palmas",21.3,"15:20",14.0,"04:20",17.6,50.0,"19:30",36.0,"19:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Yaiza Playa Blanca","Las Palmas",22.8,"15:10",17.6,"04:20",20.2,45.0,"16:10",28.0,"16:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Lanzarote Aeropuerto","Las Palmas",25.8,"15:20",16.8,"03:00",21.3,52.0,"18:50",38.0,"19:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Haría","Las Palmas",22.0,"15:30",14.7,"02:40",18.3,50.0,"17:50",31.0,"16:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tinajo","Las Palmas",19.8,"15:50",15.4,"05:00",17.6,44.0,"21:30",30.0,"19:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Pájara","Las Palmas",26.9,"14:30",17.3,"07:50",22.1,35.0,"15:10",20.0,"15:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tuineje,Puerto Gran Tarajal","Las Palmas",22.8,"16:20",15.8,"07:40",19.3,30.0,"22:10",18.0,"23:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Antigua","Las Palmas",22.7,"16:10",15.1,"07:00",18.9,44.0,"20:00",34.0,"20:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Fuerteventura Aeropuerto","Las Palmas",26.5,"18:00",16.6,"04:40",21.6,41.0,"19:30",29.0,"14:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","La Oliva","Las Palmas",22.7,"15:20",15.9,"06:30",19.3,32.0,"14:40",17.0,"17:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","La Oliva, Puerto de Corralejo","Las Palmas",20.6,"15:20",17.8,"04:20",19.2,49.0,"17:00",33.0,"17:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Vega de San Mateo","Las Palmas",22.2,"16:50",12.1,"01:00",17.2,28.0,"08:10",14.0,"08:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tejeda, Cruz de Tejeda","Las Palmas",21.0,"14:40",13.6,"20:10",17.3,33.0,"23:20",22.0,"23:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tejeda","Las Palmas",24.1,"15:50",14.2,"10:00",19.2,46.0,"21:30",31.0,"21:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Agaete","Las Palmas",22.0,"14:00",18.0,"07:40",20.0,45.0,"18:30",32.0,"16:30",NULL,0.0,NULL,0.2,0.0
"2019-04-29","La Aldea de San Nicolás","Las Palmas",23.5,"14:40",16.9,"07:50",20.2,60.0,"20:50",37.0,"20:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","San Bartolome Tirajana, Cuevas del Pinar","Las Palmas",24.4,"12:50",17.9,"08:00",21.1,26.0,"13:20",15.0,"14:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","San Bartolome Tirajana, Lomo Pedro Alfonso","Las Palmas",22.3,"15:10",12.0,"06:00",17.1,24.0,"14:40",12.0,"15:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","La Aldea de San Nicolás, Tasarte","Las Palmas",25.2,"16:40",14.6,"07:20",19.9,35.0,"13:00",27.0,"13:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Mogán, Puerto Rico","Las Palmas",20.3,"10:20",18.7,"06:30",19.5,25.0,"17:50",18.0,"18:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Mogán, Puerto","Las Palmas",24.0,"13:20",15.5,"08:30",19.8,20.0,"17:30",15.0,"17:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","San Bartolome Tirajana, Las Tirajanas","Las Palmas",27.0,"13:10",15.0,"04:50",21.0,21.0,"13:10",9.0,"06:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Maspalomas, C. Insular Turismo","Las Palmas",23.2,"17:40",18.2,"06:30",20.7,37.0,"15:20",22.0,"15:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","San Bartolome Tirajana, El Matorral","Las Palmas",25.2,"14:40",14.2,"07:30",19.7,40.0,"13:00",25.0,"12:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Agüimes","Las Palmas",25.6,"14:00",13.5,"05:20",19.6,42.0,"14:40",30.0,"13:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Telde, Centro Forestal Doramas","Las Palmas",23.5,"15:20",12.5,"07:50",18.0,42.0,"12:00",26.0,"11:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Gran Canaria Aeropuerto","Las Palmas",24.5,"15:10",15.9,"07:10",20.2,63.0,"13:10",42.0,"16:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Telde, Melenara","Las Palmas",22.8,"15:40",18.0,"04:40",20.4,46.0,"12:40",30.0,"13:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Teror","Las Palmas",20.2,"15:20",7.6,"06:40",13.9,30.0,"10:50",17.0,"13:10",0.2,0.0,0.2,0.0,0.0
"2019-04-29","Las Palmas de Gran Canaria, Tafira","Las Palmas",19.7,"15:20",15.7,"04:00",17.7,41.0,"11:50",22.0,"11:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Las Palmas de Gran Canaria, San Cristobal","Las Palmas",21.9,"17:50",18.1,"03:50",20.0,47.0,"09:20",29.0,"18:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Las Palmas de Gran Canaria, Pl. de la Feria","Las Palmas",21.8,"15:50",18.6,"06:00",20.2,35.0,"13:40",16.0,"14:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Valleseco","Las Palmas",20.6,"16:20",9.1,"06:10",14.9,18.0,"10:30",11.0,"11:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Arucas","Las Palmas",21.3,"15:10",17.8,"06:10",19.5,23.0,"09:10",14.0,"08:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Teguise","Las Palmas",23.2,"16:10",16.6,"04:10",19.9,37.0,"19:00",28.0,"20:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Posada de Valdeón, Soto","León",20.8,"17:00",4.4,"05:00",12.6,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Villablino","León",23.0,"14:10",3.5,"06:50",13.3,31.0,"18:50",18.0,"18:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ponferrada","León",27.0,"17:20",9.4,"06:50",18.2,26.0,"20:00",13.0,"19:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Vega de Espinareda","León",25.2,"18:00",6.9,"06:30",16.1,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Riaño","León",20.5,"15:00",2.5,"06:30",11.5,32.0,"17:10",19.0,"16:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Cubillas de Rueda","León",22.4,"17:20",3.9,"06:50",13.1,28.0,"18:30",15.0,"18:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Puerto de San Isidro","León",16.0,"16:10",2.6,"04:20",9.3,44.0,"14:00",26.0,"14:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","León, Virgen del Camino","León",22.8,"17:20",7.0,"07:40",14.9,48.0,"18:40",19.0,"18:40",2.3,0.0,0.0,0.0,2.3
"2019-04-29","Barrios de Luna, Miñera","León",23.1,"14:40",4.2,"07:20",13.7,38.0,"17:50",24.0,"19:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Quintana del Castillo, Villameca","León",22.4,"18:30",5.8,"06:50",14.1,40.0,"16:50",25.0,"20:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Astorga","León",25.6,"17:50",6.0,"05:50",15.8,26.0,"19:20",17.0,"21:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Lagunas de Somoza","León",22.6,"16:20",3.5,"06:20",13.1,41.0,"18:30",18.0,"18:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Bustillo del Páramo","León",24.2,"18:20",5.9,"07:10",15.1,33.0,"17:30",26.0,"19:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Martinet","Lleida",20.7,"15:10",1.1,"07:20",10.9,36.0,"20:30",22.0,"16:00",0.0,0.0,0.0,0.0,0.0
"2019-04-29","La Seu d'Urgell","Lleida",20.4,"16:10",3.0,"07:10",11.7,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tuixent","Lleida",15.9,"13:20",1.4,"07:30",8.6,39.0,"14:50",26.0,"14:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Coll de Nargó","Lleida",19.4,"15:40",7.4,"03:50",13.4,45.0,"00:10",35.0,"00:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Torà","Lleida",19.4,"16:50",10.4,"07:20",14.9,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Artesa de Segre","Lleida",21.3,"16:30",9.3,"00:50",15.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Esterri d'Àneu","Lleida",19.4,"16:20",4.0,"07:50",11.7,31.0,"13:20",14.0,"18:20",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Torre de Cabdella","Lleida",15.5,"15:20",3.1,"07:00",9.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Llimiana","Lleida",21.6,"16:20",6.6,"06:30",14.1,35.0,"18:30",19.0,"13:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Granyanella","Lleida",20.2,"16:20",8.3,"04:10",14.3,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Tàrrega","Lleida",20.6,"17:40",8.9,"04:30",14.8,30.0,"22:30",14.0,"22:40",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Os de Balaguer","Lleida",20.7,"17:00",9.2,"03:00",15.0,33.0,"01:50",20.0,"01:50",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Mollerussa","Lleida",23.2,"18:30",7.8,"05:50",15.5,27.0,"20:00",17.0,"21:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Vall de Boí","Lleida",18.4,"14:00",0.7,"07:10",9.5,28.0,"14:40",18.0,"14:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Lleida","Lleida",23.4,"19:40",8.5,"06:40",15.9,24.0,"20:20",13.0,"01:00",NULL,0.0,0.0,NULL,0.0
"2019-04-29","La Pobla de Cérvoles","Lleida",20.3,"16:10",8.7,"07:00",14.5,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","El Soleràs","Lleida",22.0,"17:10",7.7,"05:50",14.8,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
"2019-04-29","Naut Aran, Arties","Lleida",18.5,"15:50",2.4,"07:00",10.5,28.0,"16:40",9.0,"16:30",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Bossòst","Lleida",17.1,"14:00",2.7,"07:50",9.9,30.0,"14:20",18.0,"15:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Cervantes","Lugo",22.4,"19:00",10.9,"07:30",16.6,25.0,"16:30",14.0,"04:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Ribadeo","Lugo",17.2,"14:50",8.6,"03:30",12.9,31.0,"17:10",18.0,"14:10",0.0,0.0,0.0,0.0,0.0
"2019-04-29","Mondoñedo","Lugo",20.3,"16:00",5.8,"08:10",13.0,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0
